S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.869961	0.526722	0.853412	0.512776	1.22336	0.74358	1.60125	0.973461	1.95523	1.18667			1.03869	0.631249	1.41657	0.861501	1.77578	1.07902				
0.870911	0.526681	0.854438	0.512797	1.22412	0.743168	1.60213	0.972853	1.95614	1.18584			1.03954	0.631023	1.41735	0.860961	1.77673	1.07833				
0.871862	0.52664	0.855464	0.512818	1.22488	0.742756	1.60301	0.972245	1.95705	1.185			1.04038	0.630797	1.41812	0.860421	1.77769	1.07764				
0.872812	0.526599	0.856489	0.512839	1.22563	0.742346	1.60388	0.971638	1.95797	1.18417			1.04123	0.630572	1.4189	0.859882	1.77864	1.07696				
0.873763	0.526559	0.857514	0.512859	1.22639	0.741937	1.60476	0.971032	1.95888	1.18334			1.04208	0.630348	1.41967	0.859344	1.77959	1.07627				
0.874714	0.526519	0.85854	0.51288	1.22715	0.741529	1.60564	0.970427	1.9598	1.18251			1.04293	0.630125	1.42044	0.858808	1.78054	1.07559				
0.875665	0.526479	0.859565	0.5129	1.22791	0.741123	1.60651	0.969823	1.96071	1.18169			1.04378	0.629902	1.42122	0.858272	1.78149	1.07491				
0.876617	0.52644	0.860591	0.51292	1.22867	0.740717	1.60738	0.96922	1.96163	1.18086			1.04463	0.629681	1.42199	0.857737	1.78243	1.07423				
0.877569	0.5264	0.861616	0.512941	1.22943	0.740312	1.60826	0.968617	1.96254	1.18004			1.04548	0.62946	1.42276	0.857204	1.78338	1.07355				
0.87852	0.526361	0.862641	0.512961	1.23019	0.739908	1.60913	0.968016	1.96346	1.17922			1.04633	0.629239	1.42353	0.856671	1.78433	1.07287				
0.879472	0.526322	0.863666	0.512981	1.23095	0.739506	1.61	0.967415	1.96437	1.1784			1.04718	0.62902	1.4243	0.856139	1.78528	1.0722				
0.880425	0.526283	0.864691	0.513001	1.23171	0.739104	1.61087	0.966815	1.96529	1.17759			1.04803	0.628801	1.42507	0.855609	1.78622	1.07152				
0.881377	0.526245	0.865716	0.513021	1.23247	0.738703	1.61174	0.966216	1.9662	1.17677			1.04888	0.628583	1.42584	0.855079	1.78717	1.07085				
0.88233	0.526206	0.866741	0.513041	1.23323	0.738304	1.61261	0.965618	1.96712	1.17596			1.04973	0.628366	1.42661	0.85455	1.78812	1.07018				
0.883282	0.526168	0.867766	0.513061	1.23399	0.737905	1.61347	0.965021	1.96804	1.17515			1.05058	0.628149	1.42738	0.854023	1.78906	1.06951				
0.884235	0.52613	0.868791	0.51308	1.23475	0.737508	1.61434	0.964424	1.96895	1.17434			1.05144	0.627934	1.42815	0.853496	1.79001	1.06884				
0.885188	0.526092	0.869816	0.5131	1.23551	0.737111	1.61521	0.963829	1.96987	1.17354			1.05229	0.627719	1.42892	0.852971	1.79095	1.06817				
0.886142	0.526055	0.870841	0.51312	1.23627	0.736716	1.61607	0.963234	1.97079	1.17274			1.05314	0.627504	1.42969	0.852446	1.7919	1.0675				
0.887095	0.526017	0.871866	0.513139	1.23703	0.736321	1.61693	0.96264	1.9717	1.17193			1.054	0.627291	1.43046	0.851922	1.79284	1.06683				
0.888049	0.52598	0.87289	0.513159	1.23779	0.735928	1.6178	0.962047	1.97262	1.17113			1.05485	0.627078	1.43122	0.8514	1.79378	1.06617				
0.889003	0.525943	0.873915	0.513178	1.23855	0.735536	1.61866	0.961454	1.97354	1.17034			1.0557	0.626866	1.43199	0.850878	1.79473	1.0655				
0.889957	0.525906	0.874939	0.513197	1.23932	0.735144	1.61952	0.960863	1.97446	1.16954			1.05656	0.626655	1.43276	0.850357	1.79567	1.06484				
0.890911	0.525869	0.875964	0.513216	1.24008	0.734754	1.62038	0.960273	1.97538	1.16875			1.05742	0.626444	1.43353	0.849837	1.79661	1.06418				
0.891866	0.525833	0.876989	0.513236	1.24084	0.734365	1.62124	0.959683	1.97629	1.16795			1.05827	0.626234	1.43429	0.849319	1.79755	1.06352				
0.89282	0.525797	0.878013	0.513255	1.2416	0.733976	1.6221	0.959094	1.97721	1.16716			1.05913	0.626025	1.43506	0.848801	1.79849	1.06286				
0.893775	0.525761	0.879037	0.513274	1.24236	0.733589	1.62296	0.958506	1.97813	1.16637			1.05998	0.625817	1.43582	0.848284	1.79943	1.0622				
0.89473	0.525725	0.880062	0.513292	1.24313	0.733203	1.62381	0.957919	1.97905	1.16559			1.06084	0.625609	1.43659	0.847769	1.80037	1.06155				
0.895685	0.525689	0.881086	0.513311	1.24389	0.732818	1.62467	0.957332	1.97997	1.1648			1.0617	0.625402	1.43735	0.847254	1.80131	1.06089				
0.89664	0.525654	0.88211	0.51333	1.24465	0.732433	1.62552	0.956747	1.98089	1.16402			1.06256	0.625195	1.43812	0.84674	1.80225	1.06024				
0.897596	0.525618	0.883134	0.513349	1.24542	0.73205	1.62638	0.956162	1.98181	1.16324			1.06342	0.62499	1.43888	0.846227	1.80318	1.05959				
0.898552	0.525583	0.884158	0.513367	1.24618	0.731668	1.62723	0.955578	1.98273	1.16246			1.06427	0.624785	1.43965	0.845716	1.80412	1.05893				
0.899507	0.525548	0.885182	0.513386	1.24694	0.731286	1.62809	0.954995	1.98365	1.16168			1.06513	0.624581	1.44041	0.845205	1.80506	1.05828				
0.900464	0.525513	0.886206	0.513404	1.24771	0.730906	1.62894	0.954413	1.98457	1.16091			1.06599	0.624377	1.44117	0.844695	1.806	1.05763				
0.90142	0.525479	0.88723	0.513423	1.24847	0.730527	1.62979	0.953832	1.98549	1.16014			1.06685	0.624174	1.44194	0.844186	1.80693	1.05699				
0.902376	0.525444	0.888254	0.513441	1.24924	0.730148	1.63064	0.953251	1.98641	1.15937			1.06771	0.623972	1.4427	0.843678	1.80787	1.05634				
0.903333	0.52541	0.889278	0.513459	1.25	0.729771	1.63149	0.952671	1.98733	1.1586			1.06857	0.623771	1.44346	0.843171	1.8088	1.05569				
0.904289	0.525376	0.890302	0.513478	1.25077	0.729394	1.63234	0.952092	1.98825	1.15783			1.06944	0.62357	1.44423	0.842665	1.80973	1.05505				
0.905246	0.525342	0.891326	0.513496	1.25153	0.729019	1.63318	0.951514	1.98917	1.15706			1.0703	0.62337	1.44499	0.84216	1.81067	1.0544				
0.906203	0.525309	0.892349	0.513514	1.2523	0.728645	1.63403	0.950937	1.99009	1.1563			1.07116	0.623171	1.44575	0.841656	1.8116	1.05376				
0.907161	0.525275	0.893373	0.513532	1.25306	0.728271	1.63488	0.950361	1.99101	1.15553			1.07202	0.622972	1.44651	0.841154	1.81253	1.05312				
0.908118	0.525242	0.894397	0.51355	1.25383	0.727899	1.63572	0.949785	1.99193	1.15477			1.07288	0.622774	1.44727	0.840651	1.81346	1.05248				
0.909076	0.525208	0.89542	0.513568	1.25459	0.727527	1.63657	0.94921	1.99285	1.15402			1.07375	0.622577	1.44803	0.84015	1.8144	1.05184				
0.910033	0.525175	0.896444	0.513585	1.25536	0.727156	1.63741	0.948636	1.99377	1.15326			1.07461	0.62238	1.44879	0.83965	1.81533	1.0512				
0.910991	0.525143	0.897467	0.513603	1.25613	0.726787	1.63825	0.948063	1.99469	1.1525			1.07547	0.622184	1.44955	0.839151	1.81626	1.05056				
0.911949	0.52511	0.898491	0.513621	1.25689	0.726418	1.6391	0.947491	1.99562	1.15175			1.07634	0.621989	1.45031	0.838653	1.81718	1.04993				
0.912908	0.525077	0.899514	0.513638	1.25766	0.72605	1.63994	0.946919	1.99654	1.151			1.0772	0.621794	1.45107	0.838156	1.81811	1.04929				
0.913866	0.525045	0.900537	0.513656	1.25843	0.725684	1.64078	0.946349	1.99746	1.15025			1.07807	0.6216	1.45183	0.83766	1.81904	1.04866				
0.914825	0.525013	0.901561	0.513673	1.25919	0.725318	1.64162	0.945779	1.99838	1.1495			1.07893	0.621406	1.45259	0.837164	1.81997	1.04803				
0.915783	0.524981	0.902584	0.513691	1.25996	0.724953	1.64246	0.94521	1.9993	1.14875			1.0798	0.621214	1.45335	0.83667	1.8209	1.04739				
0.916742	0.524949	0.903607	0.513708	1.26073	0.724589	1.64329	0.944642	2.00022	1.14801			1.08067	0.621022	1.45411	0.836177	1.82182	1.04676				
0.917701	0.524917	0.90463	0.513725	1.2615	0.724226	1.64413	0.944074					1.08153	0.62083	1.45487	0.835684	1.82275	1.04613				
0.918661	0.524886	0.905653	0.513742	1.26226	0.723864	1.64497	0.943508					1.0824	0.620639	1.45563	0.835193	1.82367	1.04551				
0.91962	0.524855	0.906676	0.51376	1.26303	0.723503	1.6458	0.942942					1.08327	0.620449	1.45639	0.834703	1.8246	1.04488				
0.92058	0.524823	0.907699	0.513777	1.2638	0.723142	1.64664	0.942377					1.08413	0.62026	1.45715	0.834213	1.82552	1.04425				
0.921539	0.524792	0.908722	0.513794	1.26457	0.722783	1.64747	0.941813					1.085	0.620071	1.4579	0.833725	1.82644	1.04363				
0.922499	0.524761	0.909745	0.51381	1.26534	0.722425	1.64831	0.941249					1.08587	0.619883	1.45866	0.833237	1.82737	1.043				
0.923459	0.524731	0.910768	0.513827	1.26611	0.722067	1.64914	0.940687					1.08674	0.619695	1.45942	0.83275	1.82829	1.04238				
0.924419	0.5247	0.911791	0.513844	1.26688	0.721711	1.64997	0.940125					1.08761	0.619508	1.46018	0.832265	1.82921	1.04175				
0.92538	0.52467	0.912813	0.513861	1.26765	0.721355	1.6508	0.939564					1.08848	0.619322	1.46093	0.83178	1.83013	1.04113				
0.92634	0.524639	0.913836	0.513878	1.26842	0.721001	1.65163	0.939004					1.08935	0.619136	1.46169	0.831296	1.83105	1.04051				
0.927301	0.524609	0.914859	0.513894	1.26919	0.720647	1.65246	0.938445					1.09022	0.618951	1.46245	0.830813	1.83197	1.03989				
0.928262	0.524579	0.915881	0.513911	1.26996	0.720294	1.65329	0.937886					1.09109	0.618767	1.4632	0.830332	1.83289	1.03927				
0.929223	0.52455	0.916904	0.513927	1.27073	0.719942	1.65412	0.937329					1.09196	0.618583	1.46396	0.829851	1.83381	1.03866				
0.930184	0.52452	0.917926	0.513944	1.2715	0.719591	1.65495	0.936772					1.09283	0.6184	1.46471	0.829371	1.83472	1.03804				
0.931145	0.52449	0.918949	0.51396	1.27227	0.719241	1.65578	0.936216					1.09371	0.618217	1.46547	0.828892	1.83564	1.03743				
0.932107	0.524461	0.919971	0.513976	1.27304	0.718892	1.6566	0.935661					1.09458	0.618035	1.46623	0.828413	1.83656	1.03681				
0.933068	0.524432	0.920993	0.513992	1.27382	0.718544	1.65743	0.935106					1.09545	0.617854	1.46698	0.827936	1.83747	1.0362				
0.93403	0.524403	0.922016	0.514009	1.27459	0.718196	1.65825	0.934553					1.09632	0.617673	1.46774	0.82746	1.83839	1.03558				
0.934992	0.524374	0.923038	0.514025	1.27536	0.71785	1.65908	0.934					1.0972	0.617493	1.46849	0.826985	1.8393	1.03497				
0.935954	0.524345	0.92406	0.514041	1.27613	0.717504	1.6599	0.933448					1.09807	0.617313	1.46925	0.82651	1.84021	1.03436				
0.936916	0.524317	0.925082	0.514057	1.27691	0.717159	1.66072	0.932897					1.09895	0.617134	1.47	0.826037	1.84113	1.03375				
0.937878	0.524288	0.926104	0.514073	1.27768	0.716816	1.66154	0.932346					1.09982	0.616956	1.47076	0.825565	1.84204	1.03314				
0.938841	0.52426	0.927126	0.514088	1.27845	0.716473	1.66236	0.931797					1.1007	0.616778	1.47151	0.825093	1.84295	1.03253				
0.939803	0.524232	0.928148	0.514104	1.27923	0.716131	1.66319	0.931248					1.10157	0.616601	1.47226	0.824622	1.84386	1.03193				
0.940766	0.524204	0.92917	0.51412	1.28	0.715789	1.66401	0.9307					1.10245	0.616425	1.47302	0.824153	1.84477	1.03132				
0.941729	0.524176	0.930192	0.514136	1.28077	0.715449	1.66482	0.930153					1.10332	0.616249	1.47377	0.823684	1.84568	1.03072				
0.942692	0.524148	0.931214	0.514151	1.28155	0.71511	1.66564	0.929606					1.1042	0.616073	1.47453	0.823216	1.84659	1.03011				
0.943655	0.52412	0.932236	0.514167	1.28232	0.714771	1.66646	0.929061					1.10508	0.615899	1.47528	0.822749	1.8475	1.02951				
0.944619	0.524093	0.933258	0.514182	1.2831	0.714433	1.66728	0.928516					1.10595	0.615724	1.47603	0.822283	1.84841	1.02891				
0.945582	0.524066	0.934279	0.514198	1.28387	0.714097	1.66809	0.927972					1.10683	0.615551	1.47679	0.821818	1.84931	1.02831				
0.946546	0.524039	0.935301	0.514213	1.28465	0.713761	1.66891	0.927429					1.10771	0.615378	1.47754	0.821354	1.85022	1.02771				
0.94751	0.524011	0.936323	0.514229	1.28542	0.713426	1.66973	0.926886					1.10859	0.615205	1.47829	0.820891	1.85112	1.02711				
0.948474	0.523984	0.937344	0.514244	1.2862	0.713091	1.67054	0.926345					1.10947	0.615033	1.47905	0.820428	1.85203	1.02651				
0.949438	0.523958	0.938366	0.514259	1.28698	0.712758	1.67135	0.925804					1.11035	0.614862	1.4798	0.819967	1.85293	1.02591				
0.950402	0.523931	0.939387	0.514274	1.28775	0.712425	1.67217	0.925264					1.11123	0.614691	1.48055	0.819507	1.85384	1.02531				
0.951366	0.523905	0.940409	0.514289	1.28853	0.712094	1.67298	0.924725					1.11211	0.614521	1.4813	0.819047	1.85474	1.02472				
0.952331	0.523878	0.94143	0.514304	1.2893	0.711763	1.67379	0.924186					1.11299	0.614351	1.48206	0.818588	1.85564	1.02412				
0.953296	0.523852	0.942451	0.514319	1.29008	0.711433	1.6746	0.923648					1.11387	0.614182	1.48281	0.818131	1.85654	1.02353				
0.95426	0.523826	0.943473	0.514334	1.29086	0.711104	1.67541	0.923112					1.11475	0.614014	1.48356	0.817674	1.85744	1.02293				
0.955225	0.5238	0.944494	0.514349	1.29164	0.710776	1.67622	0.922576					1.11563	0.613846	1.48431	0.817218	1.85834	1.02234				
0.95619	0.523774	0.945515	0.514364	1.29242	0.710448	1.67703	0.92204					1.11651	0.613678	1.48507	0.816763	1.85924	1.02175				
0.957156	0.523748	0.946536	0.514379	1.29319	0.710122	1.67784	0.921506					1.11739	0.613512	1.48582	0.816309	1.86014	1.02116				
0.958121	0.523723	0.947558	0.514393	1.29397	0.709796	1.67865	0.920972					1.11828	0.613345	1.48657	0.815856	1.86104	1.02057				
0.959086	0.523697	0.948579	0.514408	1.29475	0.709471	1.67946	0.920439					1.11916	0.61318	1.48732	0.815403	1.86194	1.01998				
0.960052	0.523672	0.9496	0.514423	1.29553	0.709147	1.68026	0.919907					1.12004	0.613015	1.48807	0.814952	1.86283	1.01939				
0.961018	0.523647	0.950621	0.514437	1.29631	0.708824	1.68107	0.919376					1.12093	0.61285	1.48882	0.814502	1.86373	1.01881				
0.961984	0.523622	0.951642	0.514452	1.29709	0.708501	1.68188	0.918845					1.12181	0.612686	1.48958	0.814052	1.86462	1.01822				
0.96295	0.523597	0.952662	0.514466	1.29787	0.70818	1.68268	0.918316					1.12269	0.612522	1.49033	0.813603	1.86552	1.01763				
0.963916	0.523572	0.953683	0.51448	1.29865	0.707859	1.68348	0.917787					1.12358	0.612359	1.49108	0.813156	1.86641	1.01705				
0.964882	0.523547	0.954704	0.514495	1.29943	0.707539	1.68429	0.917259					1.12446	0.612197	1.49183	0.812709	1.86731	1.01647				
0.965848	0.523523	0.955725	0.514509	1.30021	0.70722	1.68509	0.916731					1.12535	0.612035	1.49258	0.812263	1.8682	1.01588				
0.966815	0.523498	0.956746	0.514523	1.30099	0.706901	1.68589	0.916205					1.12623	0.611873	1.49333	0.811818	1.86909	1.0153				
0.967782	0.523474	0.957766	0.514537	1.30177	0.706584	1.6867	0.915679					1.12712	0.611713	1.49408	0.811373	1.86998	1.01472				
0.968748	0.52345	0.958787	0.514551	1.30255	0.706267	1.6875	0.915154					1.12801	0.611552	1.49483	0.81093	1.87087	1.01414				
0.969715	0.523426	0.959807	0.514565	1.30333	0.705951	1.6883	0.91463					1.12889	0.611392	1.49558	0.810488	1.87176	1.01356				
0.970682	0.523402	0.960828	0.51458	1.30412	0.705636	1.6891	0.914106					1.12978	0.611233	1.49633	0.810046	1.87265	1.01298				
0.97165	0.523378	0.961848	0.514593	1.3049	0.705322	1.6899	0.913583					1.13067	0.611074	1.49708	0.809605	1.87354	1.0124				
0.972617	0.523354	0.962869	0.514607	1.30568	0.705009	1.6907	0.913062					1.13156	0.610916	1.49783	0.809166	1.87442	1.01183				
0.973584	0.52333	0.963889	0.514621	1.30646	0.704696	1.6915	0.91254					1.13244	0.610758	1.49859	0.808727	1.87531	1.01125				
0.974552	0.523307	0.96491	0.514635	1.30725	0.704384	1.69229	0.91202					1.13333	0.610601	1.49934	0.808289	1.8762	1.01067				
0.97552	0.523283	0.96593	0.514649	1.30803	0.704073	1.69309	0.911501					1.13422	0.610444	1.50009	0.807852	1.87708	1.0101				
0.976488	0.52326	0.96695	0.514662	1.30881	0.703763	1.69389	0.910982					1.13511	0.610288	1.50084	0.807415	1.87797	1.00953				
0.977455	0.523237	0.96797	0.514676	1.3096	0.703453	1.69469	0.910464					1.136	0.610133	1.50159	0.80698	1.87885	1.00895				
0.978424	0.523214	0.968991	0.51469	1.31038	0.703145	1.69548	0.909947					1.13689	0.609978	1.50234	0.806545	1.87974	1.00838				
0.979392	0.523191	0.970011	0.514703	1.31117	0.702837	1.69628	0.90943					1.13778	0.609823	1.50309	0.806112	1.88062	1.00781				
0.98036	0.523168	0.971031	0.514717	1.31195	0.70253	1.69707	0.908915					1.13867	0.609669	1.50384	0.805679	1.8815	1.00724				
0.981328	0.523146	0.972051	0.51473	1.31274	0.702223	1.69787	0.9084					1.13956	0.609515	1.50459	0.805247	1.88238	1.00667				
0.982297	0.523123	0.973071	0.514743	1.31352	0.701918	1.69866	0.907886					1.14045	0.609362	1.50534	0.804816	1.88326	1.0061				
0.983266	0.523101	0.974091	0.514757	1.31431	0.701613	1.69945	0.907373					1.14134	0.609209	1.50609	0.804386	1.88414	1.00553				
0.984235	0.523078	0.975111	0.51477	1.31509	0.701309	1.70024	0.90686					1.14224	0.609057	1.50684	0.803957	1.88502	1.00497				
0.985204	0.523056	0.976131	0.514783	1.31588	0.701006	1.70104	0.906348					1.14313	0.608906	1.50759	0.803528	1.8859	1.0044				
0.986173	0.523034	0.977151	0.514796	1.31667	0.700703	1.70183	0.905837					1.14402	0.608754	1.50834	0.803101	1.88678	1.00383				
0.987142	0.523012	0.97817	0.51481	1.31745	0.700402	1.70262	0.905327					1.14491	0.608604	1.50909	0.802674	1.88765	1.00327				
0.988111	0.52299	0.97919	0.514823	1.31824	0.700101	1.70341	0.904818					1.14581	0.608454	1.50984	0.802248	1.88853	1.0027				
0.989081	0.522968	0.98021	0.514836	1.31903	0.699801	1.7042	0.904309					1.1467	0.608304	1.51059	0.801823	1.88941	1.00214				
0.99005	0.522946	0.981229	0.514849	1.31981	0.699501	1.70499	0.903801					1.1476	0.608155	1.51133	0.801399	1.89028	1.00158				
0.99102	0.522925	0.982249	0.514862	1.3206	0.699203	1.70578	0.903294					1.14849	0.608006	1.51208	0.800976	1.89115	1.00102				
0.991989	0.522903	0.983269	0.514874	1.32139	0.698905	1.70657	0.902788					1.14938	0.607858	1.51283	0.800553	1.89203	1.00046				
0.992959	0.522882	0.984288	0.514887	1.32218	0.698608	1.70736	0.902282					1.15028	0.60771	1.51358	0.800132	1.8929	0.999895				
0.993929	0.522861	0.985308	0.5149	1.32297	0.698311	1.70814	0.901778					1.15118	0.607563	1.51433	0.799711	1.89377	0.999335				
0.9949	0.522839	0.986327	0.514913	1.32375	0.698016	1.70893	0.901274					1.15207	0.607416	1.51508	0.799291	1.89464	0.998777				
0.99587	0.522818	0.987346	0.514925	1.32454	0.697721	1.70972	0.90077					1.15297	0.60727	1.51583	0.798872	1.89551	0.998219				
0.99684	0.522797	0.988366	0.514938	1.32533	0.697427	1.7105	0.900268					1.15386	0.607124	1.51658	0.798454	1.89638	0.997662				
0.997811	0.522776	0.989385	0.514951	1.32612	0.697133	1.71129	0.899766					1.15476	0.606979	1.51733	0.798037	1.89725	0.997105				
0.998781	0.522756	0.990404	0.514963	1.32691	0.696841	1.71207	0.899265					1.15566	0.606834	1.51808	0.79762	1.89812	0.99655				
0.999752	0.522735	0.991424	0.514976	1.3277	0.696549	1.71286	0.898765					1.15655	0.606689	1.51883	0.797205	1.89899	0.995995				
1.00072	0.522715	0.992443	0.514988	1.32849	0.696258	1.71364	0.898266					1.15745	0.606545	1.51958	0.79679	1.89986	0.995441				
1.00169	0.522694	0.993462	0.515001	1.32929	0.695967	1.71443	0.897767					1.15835	0.606402	1.52033	0.796376	1.90072	0.994887				
1.00266	0.522674	0.994481	0.515013	1.33008	0.695678	1.71521	0.897269					1.15925	0.606259	1.52108	0.795963	1.90159	0.994335				
1.00364	0.522653	0.9955	0.515025	1.33087	0.695389	1.71599	0.896772					1.16015	0.606116	1.52183	0.795551	1.90246	0.993783				
1.00461	0.522633	0.996519	0.515037	1.33166	0.695101	1.71677	0.896276					1.16105	0.605974	1.52258	0.795139	1.90332	0.993232				
1.00558	0.522613	0.997538	0.51505	1.33245	0.694813	1.71756	0.89578					1.16195	0.605833	1.52333	0.794728	1.90418	0.992681				
1.00655	0.522593	0.998557	0.515062	1.33324	0.694526	1.71834	0.895286					1.16285	0.605691	1.52408	0.794319	1.90505	0.992132				
1.00752	0.522573	0.999576	0.515074	1.33404	0.69424	1.71912	0.894791					1.16375	0.605551	1.52483	0.79391	1.90591	0.991583				
1.00849	0.522554	1.00059	0.515086	1.33483	0.693955	1.7199	0.894298					1.16465	0.60541	1.52558	0.793502	1.90677	0.991035				
1.00947	0.522534	1.00161	0.515098	1.33562	0.69367	1.72068	0.893806					1.16555	0.605271	1.52633	0.793094	1.90763	0.990488				
1.01044	0.522514	1.00263	0.51511	1.33642	0.693387	1.72146	0.893314					1.16645	0.605131	1.52708	0.792688	1.90849	0.989941				
1.01141	0.522495	1.00365	0.515122	1.33721	0.693103	1.72224	0.892823					1.16735	0.604992	1.52783	0.792282	1.90935	0.989395				
1.01238	0.522475	1.00467	0.515134	1.338	0.692821	1.72302	0.892333					1.16825	0.604854	1.52858	0.791877	1.91021	0.98885				
1.01335	0.522456	1.00569	0.515146	1.3388	0.692539	1.7238	0.891843					1.16915	0.604716	1.52933	0.791473	1.91107	0.988306				
1.01433	0.522437	1.00671	0.515158	1.33959	0.692258	1.72457	0.891355					1.17006	0.604578	1.53007	0.79107	1.91193	0.987762				
1.0153	0.522418	1.00773	0.515169	1.34039	0.691978	1.72535	0.890867					1.17096	0.604441	1.53082	0.790668	1.91278	0.987219				
1.01627	0.522399	1.00874	0.515181	1.34118	0.691698	1.72613	0.89038					1.17186	0.604304	1.53157	0.790266	1.91364	0.986677				
1.01724	0.52238	1.00976	0.515193	1.34198	0.69142	1.7269	0.889893					1.17276	0.604168	1.53232	0.789866	1.9145	0.986135				
1.01822	0.522361	1.01078	0.515204	1.34277	0.691141	1.72768	0.889408					1.17367	0.604032	1.53307	0.789466	1.91535	0.985595				
1.01919	0.522342	1.0118	0.515216	1.34357	0.690864	1.72846	0.888923					1.17457	0.603897	1.53382	0.789067	1.9162	0.985055				
1.02016	0.522324	1.01282	0.515228	1.34437	0.690587	1.72923	0.888438					1.17548	0.603762	1.53457	0.788668	1.91706	0.984515				
1.02114	0.522305	1.01384	0.515239	1.34516	0.690311	1.73001	0.887955					1.17638	0.603627	1.53532	0.788271	1.91791	0.983977				
1.02211	0.522287	1.01485	0.51525	1.34596	0.690036	1.73078	0.887472					1.17729	0.603493	1.53607	0.787874	1.91876	0.983439				
1.02308	0.522268	1.01587	0.515262	1.34676	0.689761	1.73156	0.886991					1.17819	0.60336	1.53682	0.787478	1.91961	0.982902				
1.02406	0.52225	1.01689	0.515273	1.34755	0.689487	1.73233	0.886509					1.1791	0.603226	1.53757	0.787083	1.92047	0.982366				
1.02503	0.522232	1.01791	0.515285	1.34835	0.689214	1.7331	0.886029					1.18	0.603094	1.53832	0.786689	1.92132	0.98183				
